Key,comment,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
Xaml_Setting_RequireAuthOnRoleElevation,Require auth on role elevation checkbox,ロール昇格時に認証を必須化する,Require authentication on role elevation,角色提升时需要认证,角色提升時需要驗證,역할 상승 시 인증 필수,Requerir autenticación al elevar rol,يتطلب المصادقة عند رفع الدور,Wajib autentikasi saat peningkatan peran,
Xaml_Setting_PreferWindowsHello,Prefer Windows Hello checkbox,ロール昇格時にWindows Helloを優先する,Prefer Windows Hello on role elevation,角色提升时优先 Windows Hello,角色提升時優先 Windows Hello,역할 상승 시 Windows Hello 우선,Preferir Windows Hello al elevar rol,تفضيل Windows Hello عند رفع الدور,Utamakan Windows Hello saat peningkatan peran,
Xaml_Setting_CurrentPin,Current pin label,現在PIN,Current PIN,当前PIN,目前PIN,현재 PIN,PIN actual,رمز PIN الحالي,PIN saat ini,
Xaml_Setting_NewPin,New pin label,新しいPIN,New PIN,新PIN,新PIN,새 PIN,Nuevo PIN,رمز PIN جديد,PIN baru,
Xaml_Setting_NewPinConfirm,New pin confirm label,新しいPIN(確認),New PIN Confirm,新PIN(确认),新PIN(確認),새 PIN(확인),Confirmar nuevo PIN,تأكيد PIN الجديد,Konfirmasi PIN baru,
Xaml_Setting_EnableMaintenanceMode,Enable maintenance mode checkbox,メンテナンスモードを有効にする,Enable maintenance mode,启用维护模式,啟用維護模式,유지보수 모드 사용,Habilitar modo mantenimiento,تمكين وضع الصيانة,Aktifkan mode pemeliharaan,
Xaml_Setting_LockedTargetServer,Locked target server label,ロック対象サーバー,Locked target server,锁定目标服务器,鎖定目標伺服器,잠금 대상 서버,Servidor objetivo bloqueado,الخادم المستهدف المقفل,Server target terkunci,
Xaml_Setting_ClearSelection,Clear selection button text,選択を解除,Clear selection,清除选择,清除選擇,선택 해제,Borrar selección,مسح التحديد,Hapus pilihan,
Xaml_Setting_AuditAndOperations,Audit and operations heading,監査ログ・変更履歴・運用,Audit Change History and Operations,审计日志 变更历史 与 运维,稽核記錄 變更歷程 與 營運,감사 로그 변경 이력 운영,Auditoría historial y operaciones,سجل التدقيق والتغييرات والعمليات,Audit riwayat perubahan dan operasi,
Xaml_Setting_OpenAuditLog,Open audit log button text,監査ログ / 変更履歴を開く,Open audit log and history,打开审计日志和历史,開啟稽核記錄與歷程,감사 로그와 이력 열기,Abrir auditoría e historial,فتح سجل التدقيق والسجل,Buka log audit dan riwayat,
Xaml_Setting_OpenOperationsDashboard,Open operations dashboard button text,運用ダッシュボードを開く,Open operations dashboard,打开运维仪表板,開啟營運儀表板,운영 대시보드 열기,Abrir panel de operaciones,فتح لوحة العمليات,Buka dasbor operasi,
Xaml_Setting_AutoSaveNotice,Auto save notice text,変更は自動保存されます,Changes are saved automatically,更改会自动保存,變更會自動儲存,변경 사항은 자동 저장됩니다,Los cambios se guardan automáticamente,يتم حفظ التغييرات تلقائيًا,Perubahan disimpan otomatis,
Xaml_Setting_Clear,Clear button text,クリア,Clear,清除,清除,지우기,Limpiar,مسح,Hapus,
JavaResolver_UseConfiguredJavaPath,Log when configured Java path is used,設定済みJavaパスを使用します。,Using configured Java path.,使用已配置的 Java 路径。,使用已設定的 Java 路徑。,설정된 Java 경로를 사용합니다.,Se usa la ruta de Java configurada.,يتم استخدام مسار Java المُعَدّ.,Menggunakan path Java yang dikonfigurasi.,
JavaResolver_ConfiguredJavaNotFoundFormat,Error when configured Java path was not found,設定で指定された Java が見つかりません: {0},Configured Java was not found: {0},未找到设置中指定的 Java: {0},找不到設定中指定的 Java：{0},설정에서 지정한 Java를 찾을 수 없습니다: {0},No se encontró el Java configurado: {0},لم يتم العثور على Java المحدد في الإعدادات: {0},Java yang dikonfigurasi tidak ditemukan: {0},
JavaResolver_UseEmbeddedJre,Log when embedded JRE is used,既存の内蔵JREを使用します。,Using existing embedded JRE.,使用现有内置 JRE。,使用現有內建 JRE。,기존 내장 JRE를 사용합니다.,Usando JRE integrado existente.,استخدام JRE المضمن الحالي.,Menggunakan JRE bawaan yang ada.,
JavaResolver_UseEmbeddedJreSearchResult,Log when found embedded JRE is used,内蔵JRE探索結果を使用します。,Using discovered embedded JRE.,使用检出的内置 JRE。,使用搜尋到的內建 JRE。,검색된 내장 JRE를 사용합니다.,Usando JRE integrado encontrado.,استخدام JRE المضمن المكتشف.,Menggunakan JRE bawaan hasil pencarian.,
JavaResolver_JavaExeNotFoundAfterExtract,Error when java.exe is missing after extraction,展開後に java.exe が見つかりませんでした。設定画面からパスを手動指定してください。,java.exe was not found after extraction. Set path manually from settings.,解压后未找到 java.exe。请在设置中手动指定路径。,解壓後找不到 java.exe。請在設定中手動指定路徑。,압축 해제 후 java.exe를 찾을 수 없습니다. 설정에서 경로를 수동 지정하세요.,No se encontró java.exe tras extraer. Define la ruta manualmente en configuración.,لم يتم العثور على java.exe بعد الاستخراج. حدد المسار يدويًا من الإعدادات.,java.exe tidak ditemukan setelah ekstraksi. Atur path manual dari pengaturan.,
JavaResolver_DownloadAndExtractCompleted,Log when Java download and extraction completed,Javaの自動ダウンロードと展開が完了しました。,Java auto-download and extraction completed.,Java 自动下载和解压已完成。,Java 自動下載與解壓縮完成。,Java 자동 다운로드 및 압축 해제가 완료되었습니다.,Se completó la descarga y extracción automática de Java.,اكتمل تنزيل Java التلقائي وفك الضغط.,Unduhan otomatis dan ekstraksi Java selesai.,
JarIntegrity_Sha256VerifyFailedFormat,Error when SHA256 integrity verification fails,{0} のSHA256整合性検証に失敗しました。,SHA256 integrity verification failed for {0}.,{0} 的 SHA256 完整性验证失败。, {0} 的 SHA256 完全性驗證失敗。,{0}의 SHA256 무결성 검증에 실패했습니다.,Falló la verificación SHA256 de {0}.,فشل التحقق من سلامة SHA256 لـ {0}.,Verifikasi integritas SHA256 gagal untuk {0}.,
JarIntegrity_Sha1VerifyFailedFormat,Error when SHA1 integrity verification fails,{0} のSHA1整合性検証に失敗しました。,SHA1 integrity verification failed for {0}.,{0} 的 SHA1 完整性验证失败。, {0} 的 SHA1 完整性驗證失敗。,{0}의 SHA1 무결성 검증에 실패했습니다.,Falló la verificación SHA1 de {0}.,فشل التحقق من سلامة SHA1 لـ {0}.,Verifikasi integritas SHA1 gagal untuk {0}.,
JarIntegrity_ContentHashVerifyFailedFormat,Error when content hash verification fails,{0} のコンテンツハッシュ検証に失敗しました。,Content hash verification failed for {0}.,{0} 的内容哈希验证失败。, {0} 的內容雜湊驗證失敗。,{0}의 콘텐츠 해시 검증에 실패했습니다.,Falló la verificación de hash de contenido de {0}.,فشل التحقق من تجزئة المحتوى لـ {0}.,Verifikasi hash konten gagal untuk {0},
Xaml_ModManager_Title,Window title for mod manager,MOD管理,Mod Manager,模组管理,模組管理,모드 관리,Gestor de mods,إدارة المودات,Manajer mod,
Xaml_ModManager_ServerRunningNotice,Notice shown when server is running,サーバー稼働中 — 変更はサーバー再起動後に反映されます,Server is running — changes apply after server restart.,服务器正在运行——更改将在服务器重启后生效。,伺服器執行中——變更會在伺服器重新啟動後生效。,서버 실행 중 — 변경 사항은 서버 재시작 후 적용됩니다.,Servidor en ejecución — los cambios se aplican tras reiniciar.,الخادم قيد التشغيل — سيتم تطبيق التغييرات بعد إعادة التشغيل.,Server sedang berjalan — perubahan berlaku setelah restart.,
Xaml_ModManager_Install,Install button label in mod manager,インストール,Install,安装,安裝,설치,Instalar,تثبيت,Pasang,
Xaml_ModManager_OpenFolder,Open folder button label in mod manager,フォルダを開く,Open Folder,打开文件夹,開啟資料夾,폴더 열기,Abrir carpeta,فتح المجلد,Buka folder,
Xaml_ModManager_NoMods,Empty state title for mod list,MODがありません,No mods found,没有模组,沒有模組,모드가 없습니다,No hay mods,لا توجد مودات,Tidak ada mod,
Xaml_ModManager_DropOrInstallHint,Hint for drag and drop or install button,JARファイルをここにドラッグ & ドロップするかインストールボタンを押してください,Drag and drop JAR files here or use the Install button.,将 JAR 文件拖放到此处或使用安装按钮。,將 JAR 檔拖放到此處或使用安裝按鈕。,JAR 파일을 여기에 끌어다 놓거나 설치 버튼을 누르세요.,Arrastra JAR aquí o usa el botón Instalar.,اسحب ملفات JAR هنا أو استخدم زر التثبيت.,Seret file JAR ke sini atau gunakan tombol Pasang.,
Xaml_ModManager_DropToInstall,Overlay text for drag and drop install,ここにドロップしてインストール,Drop here to install,拖放到此处安装,拖放到此處安裝,여기에 놓아 설치,Soltar aquí para instalar,أسقط هنا للتثبيت,Jatuhkan di sini untuk pemasang,
Xaml_ModManager_Uninstall,Uninstall button label in mod manager,アンインストール,Uninstall,卸载,解除安裝,제거,Desinstalar,إلغاء التثبيت,Copot,
ModManager_StatusModCountFormat,Mod manager status with mod count,{0} MOD,{0} mods,{0} 个模组,{0} 個模組,{0}개 모드,{0} mods,{0} مود,{0} mod,
ModManager_SelectJarTitle,File dialog title to select mod jar,MOD JAR を選択,Select mod JAR,选择模组 JAR,選擇模組 JAR,모드 JAR 선택,Seleccionar JAR del mod,اختر ملف JAR للمود,Pilih JAR mod,
ModManager_SelectJarFilter,File dialog filter for mod jar,JAR ファイル (*.jar)|*.jar,JAR Files (*.jar)|*.jar,JAR 文件 (*.jar)|*.jar,JAR 檔案 (*.jar)|*.jar,JAR 파일 (*.jar)|*.jar,Archivos JAR (*.jar)|*.jar,ملفات JAR (*.jar)|*.jar,File JAR (*.jar)|*.jar,
ModManager_InstallFailedFormat,Error message when mod install fails,{0} のインストールに失敗: {1},Failed to install {0}: {1},{0} 安装失败: {1},{0} 安裝失敗：{1},{0} 설치 실패: {1},Error al instalar {0}: {1},فشل تثبيت {0}: {1},Gagal memasang {0}: {1},
ModManager_InstallCompletedFormat,Status when mod installation is completed,{0} 個インストール完了 — 合計 {1} MOD,{0} installed — total {1} mods,已安装 {0} 个——共 {1} 个模组,已安裝 {0} 個——共 {1} 個模組,{0}개 설치 완료 — 총 {1}개 모드,{0} instalados — total {1} mods,تم تثبيت {0} — الإجمالي {1} مود,{0} terpasang — total {1} mod,
ModManager_UninstallConfirmFormat,Confirmation message for mod uninstall,「{0}」を削除しますか？,Delete {0}?,要删除 {0} 吗？,要刪除 {0} 嗎？,{0}를 삭제할까요?,¿Eliminar {0}?,هل تريد حذف {0}؟,Hapus {0}?,
ModManager_UninstallFailedFormat,Error message when mod uninstall fails,削除に失敗: {0},Failed to delete: {0},删除失败: {0},刪除失敗：{0},삭제 실패: {0},Error al eliminar: {0},فشل الحذف: {0},Gagal menghapus: {0},
Auth_Error_MaintenanceMode,Error message when operating in maintenance mode,メンテナンスモードのため操作できません。,Cannot operate because of maintenance mode.,处于维护模式，无法操作。,維護模式中，無法操作。,유지보수 모드이므로 조작할 수 없습니다.,No se puede operar debido al modo de mantenimiento.,لا يمكن التشغيل بسبب وضع الصيانة.,Tidak dapat mengoperasikan karena mode pemeliharaan.,
Auth_Error_ServerLocked,Error message when target server is locked by policy,ポリシーにより対象サーバーはロックされています。,The target server is locked by policy.,目标服务器被策略锁定。,目標伺服器被原則鎖定。,정책에 의해 대상 서버가 잠겨 있습니다.,El servidor de destino está bloqueado por política.,تم قفل الخادم المستهدف بواسطة السياسة.,Server target dikunci oleh kebijakan.,
Auth_Error_RoleInsufficientFormat,Error message when permissions are insufficient,権限不足です。必要ロール: {0},Insufficient permissions. Required role: {0},权限不足。所需角色: {0},權限不足。所需角色: {0},권한이 부족합니다. 필요 역할: {0},Permisos insuficientes. Rol requerido: {0},صلاحيات غير كافية. الدور المطلوب: {0},Izin tidak cukup. Peran yang dibutuhkan: {0},
JarIntegrity_UnsupportedServerTypeFormat,Error message for unsupported server type,未対応のサーバータイプです: {0},Unsupported server type: {0},不支持的服务器类型: {0},不支援的伺服器類型: {0},지원되지 않는 서버 유형입니다: {0},Tipo de servidor no soportado: {0},نوع خادم غير مدعوم: {0},Tipe server tidak didukung: {0},
JarIntegrity_OnlyHttpsAllowed,Error message when download URL is not HTTPS,HTTPS 以外のダウンロードURLは許可されていません。,Download URLs other than HTTPS are not allowed.,不允许使用除 HTTPS 以外的下载 URL。,不允許使用 HTTPS 以外的下載 URL。,HTTPS 이외의 다운로드 URL은 허용되지 않습니다.,No se permiten URLs de descarga que no sean HTTPS.,عناوين URL للتنزيل بخلاف HTTPS غير مسموح بها.,URL unduhan selain HTTPS tidak diizinkan.,
JarIntegrity_UnauthorizedHostFormat,Error message for unauthorized download host,許可されていないダウンロードホストです: {0},Unauthorized download host: {0},未经授权的下载主机: {0},未經授權的下載主機: {0},허가되지 않은 다운로드 호스트입니다: {0},Host de descarga no autorizado: {0},مضيف تنزيل غير مصرح به: {0},Host unduhan tidak sah: {0},
JarIntegrity_VanillaMetadataNotFoundFormat,Error message when Vanilla metadata is not found,Vanilla バージョン {0} の検証メタデータが見つかりません。,Validation metadata for Vanilla version {0} not found.,未找到 Vanilla 版本 {0} 的验证元数据。,找不到 Vanilla 版本 {0} 的驗證元數據。,Vanilla 버전 {0}의 검증 메타데이터를 찾을 수 없습니다.,Metadatos de validación para la versión Vanilla {0} no encontrados.,بيانات التحقق غير موجودة لإصدار الفانيليا {0}.,Metadata validasi untuk Vanilla versi {0} tidak ditemukan.,
JarIntegrity_VanillaSha1NotFound,Error message when Vanilla SHA1 info cannot be retrieved,Vanilla JAR のSHA1情報が取得できませんでした。,Failed to retrieve SHA1 information for Vanilla JAR.,无法获取 Vanilla JAR 的 SHA1 信息。,無法取得 Vanilla JAR 的 SHA1 資訊。,Vanilla JAR의 SHA1 정보를 가져올 수 없습니다.,No se pudo obtener la información SHA1 para el JAR de Vanilla.,فشل في استرداد معلومات SHA1 لـ Vanilla JAR.,Gagal mengambil informasi SHA1 untuk Vanilla JAR.,
JarIntegrity_VanillaIntegrityFailed,Error message when Vanilla JAR integrity verification fails,Vanilla JAR の整合性検証に失敗しました。,Integrity verification of Vanilla JAR failed.,Vanilla JAR 完整性验证失败。,Vanilla JAR 完整性驗證失敗。,Vanilla JAR의 무결성 검증에 실패했습니다.,Fallo en la verificación de integridad del JAR de Vanilla.,فشل التحقق من تكامل Vanilla JAR.,Verifikasi integritas Vanilla JAR gagal.,
JarIntegrity_PaperBuildNumberParseFailed,Error message when parsing Paper build number fails,Paper ビルド番号の解析に失敗しました。,Failed to parse Paper build number.,解析 Paper 构建编号失败。,解析 Paper 建置編號失敗。,Paper 빌드 번호 파싱에 실패했습니다.,No se pudo analizar el número de compilación de Paper.,فشل في تحليل رقم الإصدار لـ Paper.,Gagal mengurai nomor build Paper.,
JarIntegrity_PaperSha256NotFound,Error message when Paper SHA256 info cannot be retrieved,Paper JAR のSHA256情報が取得できませんでした。,Failed to retrieve SHA256 information for Paper JAR.,无法获取 Paper JAR 的 SHA256 信息。,無法取得 Paper JAR 的 SHA256 資訊。,Paper JAR의 SHA256 정보를 가져올 수 없습니다.,No se pudo obtener la información SHA256 para el JAR de Paper.,فشل في استرداد معلومات SHA256 لـ Paper JAR.,Gagal mengambil informasi SHA256 untuk Paper JAR.,
JarIntegrity_PaperIntegrityFailed,Error message when Paper JAR integrity verification fails,Paper JAR の整合性検証に失敗しました。,Integrity verification of Paper JAR failed.,Paper JAR 完整性验证失败。,Paper JAR 完整性驗證失敗。,Paper JAR의 무결성 검증에 실패했습니다.,Fallo en la verificación de integridad del JAR de Paper.,فشل التحقق من تكامل Paper JAR.,Verifikasi integritas Paper JAR gagal.,
Xaml_Eula_Title,Window title for EULA,EULA 同意,EULA Agreement,EULA 同意,EULA 同意,EULA 동의,Acuerdo de EULA,موافقة EULA,Persetujuan EULA,
Xaml_Eula_Message,Message for EULA agreement,Minecraft サーバーを利用するには、Minecraft EULA と Microsoft プライバシー ステートメントに同意する必要があります。,To use the Minecraft Server, you must agree to the Minecraft EULA and Microsoft Privacy Statement.,使用 Minecraft 服务器前，必须同意 Minecraft EULA 和 Microsoft 隐私声明。,使用 Minecraft 伺服器前，必須同意 Minecraft EULA 和 Microsoft 隱私權聲明。,Minecraft 서버를 이용하려면, Minecraft EULA 및 Microsoft 개인정보처리방침에 동의해야 합니다.,Para usar el servidor de Minecraft, debes aceptar el EULA de Minecraft y la Declaración de Privacidad de Microsoft.,لاستخدام خادم Minecraft، يجب أن توافق على Minecraft EULA وبيان خصوصية Microsoft.,Untuk menggunakan Server Minecraft, Anda harus menyetujui EULA Minecraft dan Pernyataan Privasi Microsoft.,
Xaml_Eula_MinecraftEula,Button to read Minecraft EULA,Minecraft EULAを読む,Read Minecraft EULA,阅读 Minecraft EULA,閱讀 Minecraft EULA,Minecraft EULA 읽기,Leer EULA de Minecraft,قراءة Minecraft EULA,Baca EULA Minecraft,
Xaml_Eula_PrivacyStatement,Button to read Microsoft Privacy Statement,Microsoft プライバシー ステートメントを読む,Read Microsoft Privacy Statement,阅读 Microsoft 隐私声明,閱讀 Microsoft 隱私權聲明,Microsoft 개인정보처리방침 읽기,Leer Declaración de Privacidad de Microsoft,قراءة بيان خصوصية Microsoft,Baca Pernyataan Privasi Microsoft,
Xaml_Eula_Agree,Agree button label,同意する,Agree,同意,同意,동의,Aceptar,أوافق,Setuju,
Xaml_Eula_Decline,Decline button label,同意しない,Decline,不同意,不同意,동의하지 않음,Rechazar,أرفض,Tolak,
Xaml_Main_OpenScheduler,Main page scheduler button tooltip,スケジューラー,Scheduler,调度程序,排程器,스케줄러,Programador,المجدول,Penjadwal,
Xaml_Scheduler_Title,Window title for Task Scheduler,タスクスケジューラー,Task Scheduler,任务调度器,工作排程器,작업 스케줄러,Programador de tareas,مجدول المهام,Penjadwal Tugas,
Xaml_Scheduler_Add,Add task button,タスク追加,Add Task,添加任务,新增工作,작업 추가,Agregar tarea,إضافة مهمة,Tambah Tugas,
Xaml_Scheduler_Delete,Delete task button,タスク削除,Delete Task,删除任务,刪除工作,작업 삭제,Eliminar tarea,حذف المهمة,Hapus Tugas,
Xaml_Scheduler_Name,Task name column,タスク名,Task Name,任务名,工作名稱,작업 이름,Nombre de tarea,اسم المهمة,Nama Tugas,
Xaml_Scheduler_Enabled,Task enabled status,有効,Enabled,启用,啟用,활성화,Habilitado,مُمكّن,Aktif,
Xaml_Scheduler_Mode,Schedule mode column,実行モード,Run Mode,运行模式,執行模式,실행 모드,Modo de ejecución,وضع التشغيل,Mode Jalankan,
Xaml_Scheduler_ModeInterval,Interval mode,一定間隔,Interval,固定间隔,固定間隔,일정 간격,Intervalo,فاصل زمني,Interval,
Xaml_Scheduler_ModeDaily,Daily mode,毎日,Daily,每天,每天,매일,Diario,يوميًا,Harian,
Xaml_Scheduler_ModeWeekly,Weekly mode,毎週,Weekly,每周,每週,매주,Semanal,أسبوعيًا,Mingguan,
Xaml_Scheduler_ModeSpecific,Specific date mode,指定日時,Specific Date,指定日期,指定日期,지정 일시,Fecha específica,تاريخ محدد,Tanggal Spesifik,
Xaml_Scheduler_IntervalSeconds,Interval seconds config,間隔 (秒),Interval (Sec),间隔(秒),間隔(秒),간격(초),Intervalo (seg),الفاصل الزمني (ثانية),Interval (detik),
Xaml_Scheduler_TimeOfDay,Time of day config,実行時刻 (HH:mm),Time (HH:mm),执行时间(HH:mm),執行時間(HH:mm),실행 시각(HH:mm),Hora (HH:mm),الوقت (HH:mm),Waktu (HH:mm),
Xaml_Scheduler_DayOfWeek,Day of week config,曜日,Day of Week,星期,星期,요일,Día de la semana,يوم الأسبوع,Hari,
Xaml_Scheduler_SpecificDate,Specific date config,指定日,Specific Date,指定日期,指定日期,지정일,Fecha,تاريخ,Tanggal,
Xaml_Scheduler_FilePath,File path setting,実行ファイルパス (.bat / .ps1 / .ps2),File Path,文件路径,檔案路徑,파일 경로,Ruta del archivo,مسار الملف,Jalur File,
Xaml_Scheduler_Arguments,Arguments setting,引数,Arguments,参数,引數,인수,Argumentos,الوسيطات,Argumen,
Xaml_Scheduler_TargetType,Target type,対象サーバー,Target Servers,目标服务器,目標伺服器,대상 서버,Servidores objetivo,الخوادم المستهدفة,Server Target,
Xaml_Scheduler_TargetAll,Target all servers,全てのサーバー,All Servers,所有服务器,所有伺服器,모든 서버,Todos los servidores,جميع الخوادم,Semua Server,
Xaml_Scheduler_TargetSpecific,Target specific servers,指定したサーバーのみ,Specific Servers,指定服务器,指定伺服器,지정한 서버만,Servidores específicos,خوادم محددة,Server Spesifik,
Job_Scheduler_TaskRun,Name for scheduler run job,スケジューラー経由で実行: {0},Run via Scheduler: {0},通过调度器运行：{0},透過排程器執行：{0},스케줄러를 통한 실행: {0},Ejecutar a través del programador: {0},تشغيل عبر المجدول: {0},Jalankan via Penjadwal: {0},
Log_Scheduler_TaskStarted,Log when scheduler task starts,スケジューラータスク「{0}」を開始しました。,Scheduler task '{0}' started.,已开始调度器任务“{0}”。,已開始排程器工作「{0}」。,스케줄러 작업 '{0}'이(가) 시작되었습니다.,Tarea programada '{0}' iniciada.,بدأت مهمة المجدول '{0}'.,Tugas penjadwal '{0}' dimulai.,
Log_Scheduler_TaskCompleted,Log when scheduler task completes,スケジューラータスク「{0}」が完了しました。,Scheduler task '{0}' completed.,调度器任务“{0}”已完成。,排程器工作「{0}」已完成。,스케줄러 작업 '{0}'이(가) 완료되었습니다.,Tarea programada '{0}' completada.,اكتملت مهمة المجدول '{0}'.,Tugas penjadwal '{0}' selesai.,
Job_Server_Create,Name for create server job,サーバー作成: {0},Create Server: {0},创建服务器：{0},建立伺服器：{0},서버 생성: {0},Crear Servidor: {0},إنشاء خادم: {0},Buat Server: {0},
Job_Server_Delete,Name for delete server job,サーバー削除: {0},Delete Server: {0},删除服务器：{0},刪除伺服器：{0},서버 삭제: {0},Eliminar Servidor: {0},حذف خادم: {0},Hapus Server: {0},
Job_Plugin_Install,Name for install plugin job,プラグイン追加: {0},Install Plugins: {0},安装插件：{0},安裝外掛：{0},플러그인 추가: {0},Instalar Plugins: {0},تثبيت الإضافات: {0},Instal Plugin: {0},
Job_Plugin_Uninstall,Name for uninstall plugin job,プラグイン削除: {0},Uninstall Plugin: {0},卸载插件：{0},解除安裝外掛：{0},플러그인 삭제: {0},Desinstalar Plugin: {0},إلغاء تثبيت إضافة: {0},Uninstal Plugin: {0},
Job_Mod_Install,Name for install mod job,Mod追加: {0},Install Mods: {0},安装Mod：{0},安裝Mod：{0},Mod 추가: {0},Instalar Mods: {0},تثبيت المودات: {0},Instal Mod: {0},
Job_Mod_Uninstall,Name for uninstall mod job,Mod削除: {0},Uninstall Mod: {0},卸载Mod：{0},解除安裝Mod：{0},Mod 삭제: {0},Desinstalar Mod: {0},إلغاء تثبيت مود: {0},Uninstal Mod: {0},
Job_Server_Stop,Name for server stop job,サーバー停止: {0},Stop Server: {0},停止服务器：{0},停止伺服器：{0},서버 정지: {0},Detener Servidor: {0},إيقاف الخادم: {0},Hentikan Server: {0},
Log_Server_Created,Log server created,サーバーを作成しました: {0},Server created: {0},已创建服务器：{0},已建立伺服器：{0},서버를 생성했습니다: {0},Servidor creado: {0},تم إنشاء الخادم: {0},Server dibuat: {0},
Log_Server_Deleted,Log server deleted,サーバーを削除しました: {0},Server deleted: {0},已删除服务器：{0},已刪除伺服器：{0},서버를 삭제했습니다: {0},Servidor eliminado: {0},تم حذف الخادم: {0},Server dihapus: {0},
Log_Plugin_Installed,Log plugin installed,プラグインをインストールしました: {0},Plugin installed: {0},已安装插件：{0},已安裝外掛：{0},플러그인을 설치했습니다: {0},Plugin instalado: {0},تم تثبيت الإضافة: {0},Plugin diinstal: {0},
Log_Plugin_Uninstalled,Log plugin uninstalled,プラグインを削除しました: {0},Plugin uninstalled: {0},已卸载插件：{0},已解除安裝外掛：{0},플러그인을 삭제했습니다: {0},Plugin desinstalado: {0},تم إلغاء تثبيت الإضافة: {0},Plugin diuninstal: {0},
Log_Mod_Installed,Log mod installed,Modをインストールしました: {0},Mod installed: {0},已安装Mod：{0},已安裝Mod：{0},Mod를 설치했습니다: {0},Mod instalado: {0},تم تثبيت المود: {0},Mod diinstal: {0},
Log_Mod_Uninstalled,Log mod uninstalled,Modを削除しました: {0},Mod uninstalled: {0},已卸载Mod：{0},已解除安裝Mod：{0},Mod를 삭제했습니다: {0},Mod desinstalado: {0},تم إلغاء تثبيت المود: {0},Mod diuninstal: {0},
ServerStartedToast_Title,Title for server started toast notification,サーバー起動準備完了,Server Started,服务器启动完成,伺服器啟動完成,서버 시작 완료,Servidor Iniciado,تم تشغيل الخادم,Server Dimulai,
ServerStartedToast_Message,Message for server started toast with IP,公開されました: {0},Published: {0},已发布: {0},已公開: {0},공개되었습니다: {0},Publicado: {0},تم النشر: {0},Diterbitkan: {0},
ServerStartedToast_MessageWithPort,Message for sever started toast with IP and Port,公開されました: {0}:{1},Published: {0}:{1},已发布: {0}:{1},已公開: {0}:{1},공개되었습니다: {0}:{1},Publicado: {0}:{1},تم النشر: {0}:{1},Diterbitkan: {0}:{1},